entity_id,name,slug,primary_category,editorial_priority,score,tier,source_count,fact_count,last_verified,research_priority,missing_criteria
"ent_insight_partners","Insight Partners","insight-partners","Venture Capital","A","100","decision-ready","4","27","2026-08-11","Maintain",""
"ent_insperity","Insperity","insperity","HR Technology","A","100","decision-ready","4","25","2026-08-11","Maintain",""
"ent_intrepid_investment_bankers","Intrepid Investment Bankers","intrepid-investment-bankers","Investment Banks","A","100","decision-ready","5","25","2026-08-11","Maintain",""
"ent_ironarc_ventures","IronArc Ventures","ironarc-ventures","Venture Capital","B","100","decision-ready","3","19","2026-08-11","Maintain",""
"ent_leader_bank","Leader Bank","leader-bank","Banks","B","100","decision-ready","4","18","2026-08-11","Maintain",""
"ent_microsoft","Microsoft","microsoft","Enterprise Technology","A","100","decision-ready","3","38","2026-08-11","Maintain",""
"ent_morgan_stanley","Morgan Stanley","morgan-stanley","Investment Banks","A","100","decision-ready","4","26","2026-08-11","Maintain",""
"ent_opal_group","Opal Group","opal-group","Conferences","B","100","decision-ready","4","23","2026-08-11","Maintain",""
"ent_pilot","Pilot","pilot","Accounting","A","100","decision-ready","4","47","2026-08-11","Maintain",""
"ent_pitchbook","PitchBook","pitchbook","Research Firms","A","100","decision-ready","5","29","2026-08-11","Maintain",""
"ent_rsm_us","RSM US","rsm-us","Accounting","A","100","decision-ready","3","29","2026-08-11","Maintain",""
"ent_silicon_valley_bank","Silicon Valley Bank","silicon-valley-bank","Banks","A","100","decision-ready","4","30","2026-08-11","Maintain",""
"ent_simmons_simmons","Simmons & Simmons","simmons-simmons","Law Firms","A","100","decision-ready","5","24","2026-08-11","Maintain",""
"ent_slalom","Slalom","slalom","Consulting","A","100","decision-ready","4","29","2026-08-11","Maintain",""
"ent_stifel","Stifel","stifel","Investment Banks","A","100","decision-ready","4","23","2026-08-11","Maintain",""
"ent_writer","Writer","writer","Artificial Intelligence","A","100","decision-ready","4","28","2026-08-11","Maintain",""
